"buy_drug_list_id","drug_id","num","drug_buy_order_id"
99435,1022277,230,90031
99436,1017780,473,90031
99437,1152217,236,90031
99438,1145425,160,90031
99439,1023047,103,90031
99440,1144789,367,90031
99441,1026196,269,90031
99442,1146240,146,90031
99443,1152061,460,90031
99444,1152026,340,90031
99445,1143685,68,90031
99446,1021706,245,90031
99447,1147420,189,90031
99448,1025346,171,90031
99449,1020731,292,90031
99450,1147619,259,90031
99451,1015679,154,90031
99452,1025937,396,90031
99453,1146759,417,90031
99454,1152225,126,90031
99455,1025056,428,90031
99456,1145198,182,90031
99457,1152291,386,90031
99458,1147476,72,90031
99459,1017756,421,90031
99460,1152035,435,90031
99461,1015728,285,90031
99462,1145949,327,90031
99463,1017930,408,90031
99464,1021213,381,90031
99465,1154726,182,90031
99466,1022382,304,90031
99467,1020486,267,90031
99468,1152308,454,90031
99469,1147456,103,90031
99470,1144111,390,90031
99471,1152168,233,90031
99472,1147989,76,90031
99473,1147184,447,90031
99474,1022512,410,90031
99475,1026320,188,90031
99476,1018984,141,90031
99477,1151908,490,90031
99478,1025034,422,90031
99479,1017684,386,90031
99480,1153376,388,90031
99481,1145455,438,90031
99482,1022507,432,90031
99483,1152081,450,90031
99484,1025309,50,90031
99485,1020548,116,90031
99486,1147438,341,90031
99487,1016406,223,90031
99488,1146036,121,90031
99489,1152267,453,90031
99490,1022561,388,90031
99491,1015869,316,90031
99492,1148551,418,90031
99493,1146079,172,90031
99494,1015658,456,90031
99495,1025753,210,90031
99496,1144810,444,90031
99497,1020639,275,90006
99498,1024982,219,90006
99499,1025278,328,90006
99500,1024791,93,90006
99501,1142592,132,90006
99502,1021706,135,90006
99503,1147444,71,90006
99504,1148792,161,90006
99505,1146383,235,90006
99506,1017581,305,90006
99507,1026168,362,90006
99508,1025084,377,90006
99509,1152003,231,90006
99510,1025046,378,90006
99511,1149889,198,90006
99512,1146133,170,90006
99513,1143654,417,90006
99514,1025933,466,90006
99515,1022513,474,90006
99516,1145582,122,90006
99517,1144873,111,90006
99518,1146664,356,90006
99519,1025471,437,90006
99520,1026629,366,90006
99521,1129101,444,90006
99522,1153555,293,90006
99523,1149846,189,90006
99524,1022144,319,90006
99525,1017904,246,90006
99526,1151983,260,90006
99527,1147150,141,90006
99528,1147032,68,90006
99529,1147106,375,90006
99530,1147492,172,90006
99531,1021912,144,90006
99532,1018197,275,90006
99533,1026044,436,90006
99534,1129112,336,90006
99535,1143627,389,90006
99536,1153085,474,90006
99537,1152047,307,90006
99538,1128333,321,90006
99539,1144514,65,90006
99540,1026017,459,90006
99541,1025056,253,90006
99542,1152414,321,90006
99543,1025361,128,90006
99544,1152034,141,90006
99545,1144130,358,90014
99546,1017894,265,90014
99547,1025933,73,90014
99548,1145582,457,90014
99549,1152750,217,90014
99550,1017758,422,90014
99551,1143627,221,90014
99552,1020637,103,90014
99553,1025278,443,90014
99554,1021706,486,90014
99555,1016154,427,90014
99556,1024982,360,90014
99557,1149793,251,90014
99558,1146664,203,90014
99559,1020639,366,90014
99560,1151955,379,90014
99561,1026109,364,90014
99562,1026517,92,90014
99563,1022497,364,90014
99564,1019119,327,90014
99565,1144514,137,90014
99566,1153373,53,90014
99567,1146836,108,90014
99568,1152047,412,90014
99569,1144829,296,90014
99570,1017904,364,90014
99571,1151984,354,90014
99572,1022144,133,90014
99573,1026058,123,90014
99574,1024791,303,90014
99575,1129109,275,90014
99576,1151983,99,90014
99577,1147492,325,90014
99578,1025471,275,90014
99579,1142593,264,90014
99580,1026124,202,90014
99581,1020651,231,90014
99582,1145488,325,90014
99583,1026612,235,90014
99584,1026255,385,90014
99585,1026051,311,90014
99586,1025868,337,90014
99587,1025674,99,90014
99588,1148792,278,90014
99589,1155543,229,90014
99590,1025734,142,90014
99591,1025047,91,90014
99592,1144807,426,90014
99593,1025586,72,90014
99594,1017908,274,90014
99595,1151998,458,90014
99596,1021068,234,90014
99597,1154639,184,90014
99598,1017780,483,90014
99599,1149889,400,90014
99600,1152114,410,90014
99601,1022528,118,90014
99602,1149846,329,90014
99603,1147032,399,90014
99604,1018559,161,90014
99605,1018197,140,90014
99606,1148215,478,90014
99607,1146536,494,90014
99608,1145676,239,90014
99609,1015784,415,90014
99610,1146019,118,90014
99611,1147581,400,90014
99612,1022561,321,90014
99613,1147137,448,90014
99614,1147347,323,90014
99615,1142592,311,90014
99616,1151941,348,90014
99617,1153666,261,90014
99618,1151953,374,90014
99619,1024975,137,90014
99620,1025361,188,90014
99621,1024924,479,90014
99622,1023169,377,90014
99623,1146171,479,90014
99624,1025056,118,90014
99625,1146438,220,90014
99626,1146811,220,90014
99627,1129112,54,90014
99628,1146133,250,90014
99629,1153879,123,90014
99630,1146840,211,90014
99631,1143654,268,90014
99632,1026168,63,90014
99633,1146478,50,90014
99634,1147150,386,90014
99635,1152034,84,90014
99636,1026629,298,90014
99637,1146759,54,90014
99638,1025691,312,90014
99639,1017026,386,90014
99640,1128333,163,90014
99641,1020743,359,90014
99642,1026223,359,90014
99643,1017653,319,90014
99644,1026044,441,90014
99645,1025907,349,90014
99646,1146551,139,90014
99647,1017581,274,90014
99648,1025255,214,90014
99649,1026212,283,90014
99650,1148004,302,90014
99651,1142060,437,90014
99652,1153555,474,90014
99653,1129101,100,90014
99654,1144265,493,90014
99655,1152003,474,90014
99656,1146273,277,90014
99657,1147598,319,90014
99658,1025084,121,90014
99659,1017875,292,90014
99660,1147444,84,90014
99661,1152146,109,90014
99662,1024981,204,90014
99663,1017706,119,90014
99664,1146140,485,90014
99665,1146067,296,90014
99666,1026017,278,90014
99667,1015673,117,90014
99668,1025771,481,90014
99669,1025412,406,90014
99670,1147550,65,90014
99671,1147306,363,90014
99672,1144111,420,90014
99673,1025046,404,90014
99674,1015667,54,90014
99675,1147536,289,90014
99676,1144873,70,90014
99677,1024007,369,90014
99678,1024866,199,90014
99679,1153838,193,90014
99680,1018273,164,90014
99681,1143794,132,90014
99682,1146383,233,90014
99683,1154125,203,90014
99684,1153085,453,90014
99685,1018026,115,90014
99686,1022512,142,90014
99687,1024908,273,90014
99688,1025796,440,90014
99689,1145026,466,90014
99690,1017891,176,90014
99691,1026080,198,90014
99692,1017904,325,90019
99693,1153666,413,90019
99694,1017581,93,90019
99695,1026223,367,90019
99696,1025412,99,90019
99697,1145614,423,90019
99698,1142592,238,90019
99699,1145026,491,90019
99700,1129112,111,90019
99701,1026080,78,90019
99702,1142593,148,90019
99703,1146383,389,90019
99704,1145488,121,90019
99705,1145292,414,90019
99706,1146067,367,90019
99707,1017706,489,90019
99708,1149889,246,90019
99709,1022561,386,90019
99710,1026168,491,90019
99711,1018273,145,90019
99712,1151984,360,90019
99713,1147137,493,90019
99714,1026255,170,90019
99715,1017780,189,90019
99716,1017026,130,90019
99717,1143627,494,90019
99718,1025586,387,90019
99719,1026051,247,90019
99720,1022512,216,90019
99721,1025046,231,90019
99722,1142060,258,90019
99723,1025056,134,90019
99724,1149846,462,90019
99725,1151998,147,90019
99726,1026058,212,90019
99727,1151955,476,90019
99728,1021068,223,90019
99729,1145582,62,90019
99730,1129101,201,90019
99731,1025796,69,90019
99732,1153879,440,90019
99733,1026017,292,90019
99734,1024981,215,90019
99735,1016877,493,90019
99736,1025734,403,90019
99737,1024007,209,90019
99738,1146840,374,90019
99739,1128333,364,90019
99740,1017894,370,90019
99741,1026085,196,90019
99742,1018197,445,90019
99743,1147444,394,90019
99744,1143654,269,90019
99745,1017875,264,90019
99746,1026109,450,90019
99747,1152146,62,90019
99748,1153373,416,90019
99749,1146140,357,90019
99750,1153555,198,90019
99751,1146536,391,90019
99752,1025361,405,90019
99753,1025084,268,90019
99754,1148215,444,90019
99755,1022528,385,90019
99756,1144873,65,90019
99757,1144807,473,90019
99758,1153838,267,90019
99759,1024908,192,90019
99760,1146019,380,90019
99761,1025933,374,90019
99762,1017908,363,90019
99763,1025868,273,90019
99764,1020639,437,90019
99765,1025674,475,90019
99766,1019119,211,90019
99767,1020743,84,90019
99768,1016154,326,90019
99769,1147347,315,90019
99770,1147150,236,90019
99771,1017758,337,90019
99772,1146171,435,90019
99773,1019038,400,90019
99774,1147032,259,90019
99775,1017569,126,90019
99776,1026124,403,90019
99777,1152034,60,90019
99778,1017891,428,90019
99779,1146759,176,90019
99780,1024982,333,90019
99781,1016720,242,90019
99782,1025907,429,90019
99783,1146133,189,90019
99784,1148792,52,90019
99785,1147492,499,90019
99786,1024791,161,90019
99787,1143794,156,90019
99788,1151983,362,90019
99789,1025771,392,90019
99790,1022144,52,90019
99791,1025047,183,90019
99792,1155543,298,90019
99793,1144514,181,90019
99794,1018026,408,90019
99795,1144300,263,90019
99796,1146664,445,90019
99797,1025471,205,90019
99798,1154639,453,90019
99799,1147550,222,90019
99800,1129109,456,90019
99801,1149793,114,90019
99802,1015784,150,90019
99803,1024866,427,90019
99804,1151941,301,90019
99805,1022513,272,90019
99806,1146478,157,90019
99807,1015667,112,90019
99808,1020637,217,90019
99809,1025255,170,90019
99810,1026212,327,90019
99811,1025278,299,90019
99812,1144130,277,90019
99813,1024975,392,90019
99814,1152114,457,90019
99815,1146438,156,90019
99816,1147306,416,90019
99817,1018559,280,90019
99818,1152750,427,90019
99819,1021706,407,90019
99820,1025691,362,90019
99821,1022143,458,90019
99822,1153546,476,90019
99823,1022385,104,90019
99824,1152047,361,90019
99825,1147536,120,90019
99826,1145676,447,90019
99827,1024924,167,90019
99828,1025442,454,90019
99829,1152003,190,90019
99830,1021912,425,90019
99831,1020651,265,90019
99832,1026629,105,90019
99833,1144265,371,90019
99834,1146810,445,90019
99835,1152414,344,90019
99836,1146811,321,90019
99837,1146551,248,90019
99838,1153085,375,90019
99839,1147106,246,90019
99840,1024981,124,90034
99841,1129109,233,90034
99842,1025771,128,90034
99843,1026212,294,90034
99844,1022512,122,90034
99845,1151998,102,90034
99846,1026080,249,90034
99847,1149793,260,90034
99848,1015784,396,90034
99849,1026168,67,90034
99850,1025586,214,90034
99851,1024975,86,90034
99852,1143794,264,90034
99853,1143654,306,90034
99854,1146383,229,90034
99855,1026044,207,90034
99856,1148215,456,90034
99857,1152047,293,90034
99858,1146810,70,90034
99859,1018197,180,90034
99860,1016154,169,90034
99861,1152003,468,90034
99862,1025796,95,90034
99863,1017758,434,90034
99864,1152146,189,90034
99865,1025471,474,90034
99866,1154639,373,90034
99867,1025412,171,90034
99868,1146438,349,90034
99869,1146840,420,90034
99870,1144873,463,90034
99871,1025278,129,90034
99872,1152114,356,90034
99873,1025674,496,90034
99874,1017875,246,90034
99875,1146067,249,90034
99876,1145488,306,90034
99877,1144111,391,90034
99878,1147137,229,90034
99879,1146133,393,90034
99880,1026223,104,90034
99881,1020639,247,90034
99882,1147536,196,90034
99883,1024866,436,90034
99884,1017581,190,90034
99885,1145292,441,90034
99886,1017706,165,90034
99887,1025868,214,90034
99888,1142593,61,90034
99889,1022497,461,90034
99890,1026085,336,90034
99891,1017908,370,90034
99892,1022143,168,90034
99893,1152034,209,90034
99894,1147032,458,90034
99895,1025255,308,90034
99896,1020637,80,90034
99897,1129112,275,90034
99898,1147550,157,90034
99899,1146171,133,90034
99900,1128333,353,90034
99901,1146836,369,90034
99902,1144514,113,90034
99903,1147150,217,90034
99904,1026109,76,90034
99905,1144300,243,90034
99906,1026058,492,90034
99907,1146478,108,90034
99908,1147306,53,90034
99909,1151941,107,90034
99910,1026017,324,90034
99911,1020743,333,90034
99912,1153085,404,90034
99913,1021068,409,90034
99914,1145614,269,90034
99915,1153879,388,90034
99916,1021912,466,90034
99917,1146664,336,90034
99918,1146536,361,90034
99919,1022144,171,90034
99920,1148004,210,90034
99921,1026051,258,90034
99922,1149889,223,90034
99923,1152414,118,90034
99924,1145676,440,90034
99925,1016720,96,90034
99926,1023169,402,90034
99927,1018559,125,90034
99928,1025691,224,90034
99929,1144265,91,90034
99930,1019119,272,90034
99931,1152750,285,90034
99932,1022385,192,90034
99933,1145582,328,90034
99934,1153838,399,90034
99935,1144807,232,90034
99936,1148792,275,90034
99937,1024007,262,90034
99938,1144130,209,90034
99939,1022372,466,90004
99940,1022532,105,90004
99941,1018277,250,90004
99942,1146664,242,90004
99943,1018140,486,90004
99944,1152054,494,90004
99945,1024460,178,90004
99946,1021783,400,90004
99947,1018218,225,90004
99948,1145643,317,90004
99949,1016109,461,90004
99950,1026041,459,90004
99951,1025140,387,90004
99952,1152317,208,90004
99953,1145789,77,90004
99954,1025869,225,90004
99955,1146088,365,90004
99956,1151563,228,90004
99957,1015674,325,90004
99958,1020702,148,90004
99959,1152308,365,90004
99960,1020503,458,90004
99961,1017987,224,90004
99962,1143969,423,90004
99963,1145847,459,90004
99964,1152054,367,90045
99965,1023953,209,90045
99966,1152307,330,90045
99967,1151963,274,90045
99968,1017693,260,90045
99969,1146281,196,90045
99970,1016094,253,90045
99971,1144104,128,90045
99972,1018699,349,90045
99973,1023864,97,90045
99974,1025255,325,90045
99975,1147989,83,90045
99976,1148236,164,90045
99977,1144270,438,90045
99978,1146262,166,90045
99979,1026307,459,90045
99980,1145992,321,90045
99981,1025514,50,90010
99982,1152732,251,90010
99983,1151958,389,90010
99984,1016095,403,90010
99985,1022452,179,90010
99986,1016101,223,90010
99987,1025344,464,90010
99988,1145406,376,90010
99989,1151989,473,90010
99990,1024890,158,90010
99991,1017665,52,90010
99992,1144837,457,90010
99993,1144179,363,90010
99994,1024718,488,90010
99995,1145522,482,90010
99996,1143664,480,90010
99997,1025454,232,90010
99998,1025496,500,90010
99999,1025104,386,90010
100000,1022341,122,90010
100001,1152156,155,90010
100002,1022284,477,90010
100003,1145336,308,90010
100004,1019323,379,90010
100005,1022374,309,90010
100006,1143845,442,90010
100007,1152153,406,90010
100008,1020480,279,90010
100009,1152089,316,90010
100010,1026051,410,90010
100011,1025442,438,90010
100012,1152589,310,90010
100013,1147509,182,90010
100014,1026222,273,90010
100015,1144186,361,90010
100016,1015633,248,90010
100017,1017442,445,90010
100018,1147938,484,90010
100019,1026410,82,90010
100020,1025213,246,90010
100021,1154211,432,90010
100022,1025255,331,90010
100023,1145645,467,90010
100024,1145451,447,90010
100025,1025441,98,90010
100026,1129071,219,90010
100027,1024902,497,90010
100028,1146551,440,90010
100029,1145735,462,90010
100030,1024882,148,90010
100031,1146550,311,90010
100032,1147568,84,90010
100033,1015669,272,90010
100034,1146756,115,90010
100035,1021880,51,90010
100036,1148835,178,90010
100037,1026086,55,90010
100038,1146267,421,90010
100039,1018315,438,90010
100040,1152291,239,90010
100041,1018075,445,90010
100042,1026349,435,90010
100043,1148204,222,90010
100044,1024919,399,90010
100045,1150642,127,90010
100046,1146387,269,90010
100047,1152319,87,90010
100048,1025241,179,90010
100049,1145387,280,90010
100050,1017698,183,90010
100051,1017746,308,90010
100052,1026335,356,90010
100053,1145887,195,90010
100054,1019112,420,90010
100055,1025045,435,90010
100056,1147142,445,90010
100057,1146536,257,90010
100058,1020627,293,90010
100059,1146148,278,90010
100060,1025920,260,90010
100061,1026134,293,90010
100062,1151960,365,90010
100063,1146498,300,90010
100064,1026806,385,90010
100065,1143997,465,90010
100066,1025482,240,90010
100067,1146110,289,90010
100068,1147130,417,90010
100069,1026196,444,90010
100070,1154858,59,90010
100071,1154716,471,90010
100072,1025507,154,90010
100073,1145964,321,90010
100074,1155071,66,90010
100075,1151968,121,90010
100076,1148079,66,90010
100077,1018598,279,90010
100078,1024982,403,90010
100079,1148792,278,90010
100080,1146055,439,90010
100081,1015581,262,90010
100082,1146687,242,90010
100083,1151778,325,90010
100084,1017843,267,90010
100085,1020507,126,90010
100086,1025038,438,90010
100087,1155543,421,90010
100088,1146175,497,90010
100089,1146160,462,90010
100090,1024143,378,90010
100091,1016121,144,90010
100092,1155210,444,90010
100093,1022414,478,90010
100094,1025332,115,90010
100095,1019271,245,90010
100096,1015915,500,90010
100097,1146718,118,90010
100098,1026184,98,90010
100099,1145442,255,90010
100100,1025839,436,90010
100101,1017998,236,90010
100102,1026223,175,90010
100103,1154858,211,90022
100104,1025606,119,90022
100105,1018085,358,90022
100106,1025454,200,90022
100107,1024734,163,90022
100108,1026174,215,90022
100109,1015581,379,90022
100110,1025255,199,90022
100111,1025496,329,90022
100112,1024890,160,90022
100113,1151960,434,90022
100114,1155210,241,90022
100115,1024312,116,90022
100116,1017823,253,90022
100117,1147142,147,90022
100118,1026349,286,90022
100119,1025482,295,90022
100120,1145887,210,90022
100121,1017665,151,90022
100122,1151958,95,90022
100123,1146756,261,90022
100124,1145387,275,90022
100125,1144837,369,90022
100126,1144165,482,90022
100127,1025806,247,90022
100128,1155071,152,90022
100129,1143997,333,90022
100130,1026410,352,90022
100131,1025514,296,90022
100132,1025700,307,90022
100133,1151968,134,90022
100134,1020559,270,90022
100135,1026223,127,90022
100136,1129071,454,90022
100137,1145964,414,90022
100138,1143892,406,90022
100139,1144179,258,90022
100140,1022284,312,90022
100141,1019323,67,90022
100142,1153373,309,90022
100143,1024919,74,90022
100144,1017746,368,90022
100145,1022513,97,90022
100146,1151778,155,90022
100147,1025878,362,90022
100148,1019112,472,90022
100149,1026071,65,90022
100150,1147568,308,90022
100151,1017698,429,90022
100152,1144859,278,90022
100153,1152089,415,90022
100154,1025104,119,90022
100155,1026184,481,90022
100156,1015790,391,90022
100157,1025241,101,90022
100158,1146055,212,90022
100159,1024882,347,90022
100160,1022414,475,90022
100161,1145522,265,90022
